Title;Authors;Year;Journal_Conference;DOI_URL;Database_source;Abstract;Inclusion_Exclusion_decision;Reason_for_inclusion_exclusion;Internal_Source_ID
Attention Mechanisms for predictive modeling in cardiology;P. Thompson, Q. Garcia, R. Martinez;2023;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btad566;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600178
Computational RNNs for cardiac regeneration;H. Adams, I. Baker, J. Gonzalez;2020;Circulation Research;https://doi.org/10.1093/bioinformatics/btad339;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600179
Interpretable explainable artificial intelligence for heart failure;P. Thompson, Q. Garcia, R. Martinez;2021;Bioinformatics;https://doi.org/10.1093/bioinformatics/btad495;Oxford Academic;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600180
Graph Neural Networks applications in cardiac tissue analysis;V. Lewis, W. Lee, X. Walker;2025;Nature;https://doi.org/10.1038/s41467-25-26547-8;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600181
Novel spatial transcriptomics for cardiovascular research;N. Perez, O. Roberts, P. Turner;2024;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btad202;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600182
Integrative heart regeneration in heart disease;A. Smith, B. Johnson, C. Williams;2023;Nature Methods;https://doi.org/10.1038/s41467-23-63736-2;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600183
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;K. Nelson, L. Carter, M. Mitchell;2016;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btac738;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600184
Single-cell Analysis for predictive modeling in cardiology;N. Perez, O. Roberts, P. Turner;2021;Genome Biology;https://doi.org/10.1093/bioinformatics/btad424;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600185
Deep Learning methods for cardiomyocyte analysis;N. Perez, O. Roberts, P. Turner;2025;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa732;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600186
Advanced integrated omics in spatial cardiac data;E. Hill, F. Scott, G. Green;2016;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btab864;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600187
Novel attention mechanisms for cardiovascular research;D. Brown, E. Davis, F. Miller;2016;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btad270;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600188
Recurrent Neural Networks for predictive modeling in cardiology;A. Smith, B. Johnson, C. Williams;2019;Nature Communications;https://doi.org/10.1038/s41467-19-17355-4;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600189
Integrative explainable artificial intelligence in heart disease;S. Robinson, T. Clark, U. Rodriguez;2020;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btab643;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600190
Integrative graph neural networks in heart disease;E. Hill, F. Scott, G. Green;2021;Cell Genomics;https://doi.org/10.1093/bioinformatics/btab279;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600191
Computational spatial transcriptomics for cardiac regeneration;N. Perez, O. Roberts, P. Turner;2016;bioRxiv;https://doi.org/10.1101/2016.08.19.250069;bioRxiv preprint;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Duplicate methodology from included studies;bioRxiv:2024.07.20.816318
Advanced heart regeneration in spatial cardiac data;E. Hill, F. Scott, G. Green;2018;Nature Methods;https://doi.org/10.1038/s41467-18-70236-4;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600193
Interpretable induced pluripotent stem cell cardiomyocytes for heart failure;Q. Phillips, R. Campbell, S. Parker;2025;Nature Communications;https://doi.org/10.1038/s41467-25-47700-8;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600194
Single-cell Analysis for predictive modeling in cardiology;V. Lewis, W. Lee, X. Walker;2017;Genome Biology;https://doi.org/10.1093/bioinformatics/btac754;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Lacks spatial resolution in omics analysis;PMID:40600195
Advanced neural networks in spatial cardiac data;V. Lewis, W. Lee, X. Walker;2021;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab493;IEEE Xplore;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;IEEE:1234796
Multi-modal multi-omics in cardiac biology;J. Anderson, K. Thomas, L. Jackson;2022;Cell;https://doi.org/10.1093/bioinformatics/btac688;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600197
Multi-modal attention mechanisms in cardiac biology;A. Smith, B. Johnson, C. Williams;2019;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac108;Oxford Academic;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600198
Spatially-resolved RNNs in cardiac development;Q. Phillips, R. Campbell, S. Parker;2024;Bioinformatics;https://doi.org/10.1093/bioinformatics/btad952;Oxford Academic;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600199
Explainable AI for predictive modeling in cardiology;B. King, C. Wright, D. Lopez;2019;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btab751;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600200
Integrative graph neural networks in heart disease;M. White, N. Harris, O. Martin;2018;bioRxiv;https://doi.org/10.1101/2018.11.04.757937;bioRxiv preprint;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;bioRxiv:2024.11.25.855948
Interpretable spatially resolved transcriptomics for heart failure;M. White, N. Harris, O. Martin;2025;Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa693;Oxford Academic;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600202
